0.000000,0.805813,0.819031,1.146874,1.144774,1.413495,0.805150,1.144971,0.807916,0.811787,0.813842,1.141825
0.805813,0.000000,1.157180,1.406604,1.404093,1.156514,1.140159,0.811369,1.143524,0.043333,0.049090,1.400443
0.819031,1.157180,0.000000,0.823408,0.822379,1.169420,0.072678,1.422264,0.060641,1.163327,1.165442,0.820533
1.146874,1.406604,0.823408,0.000000,0.027806,0.822871,0.812628,1.153768,0.814876,1.415486,1.418049,0.045742
1.144774,1.404093,0.822379,0.027806,0.000000,0.821465,0.810495,1.151975,0.813008,1.412839,1.415805,0.037558
1.413495,1.156514,1.169420,0.822871,0.821465,0.000000,1.155262,0.821663,1.157792,1.162590,1.164909,0.819640
0.805150,1.140159,0.072678,0.812628,0.810495,1.155262,0.000000,1.403039,0.036639,1.147604,1.150566,0.807859
1.144971,0.811369,1.422264,1.153768,1.151975,0.821663,1.403039,0.000000,1.406667,0.816391,0.817873,1.149050
0.807916,1.143524,0.060641,0.814876,0.813008,1.157792,0.036639,1.406667,0.000000,1.150684,1.153504,0.810300
0.811787,0.043333,1.163327,1.415486,1.412839,1.162590,1.147604,0.816391,1.150684,0.000000,0.033910,1.409300
0.813842,0.049090,1.165442,1.418049,1.415805,1.164909,1.150566,0.817873,1.153504,0.033910,0.000000,1.412396
1.141825,1.400443,0.820533,0.045742,0.037558,0.819640,0.807859,1.149050,0.810300,1.409300,1.412396,0.000000
